Year,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,City,County,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Extended-Release Opioid Claims,Extended-Release Opioid Prescribing Rate
2015,1215253182,OAKLEY,GRETCHEN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,28,13,0.4643,,
2015,1215295365,CHAUHAN,MUHAMMAD,84132,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,28,0,0,,
2015,1417047028,KJELDSBERG,CARL,84132,Salt Lake City,Salt Lake,UT,Pathology,28,0,0,,
2015,1841380466,ROCKWELL,WILLIAM,84132,Salt Lake City,Salt Lake,UT,Pediatric Medicine,28,,,,
2016,1588064315,SMITH,LISA,84148,Salt Lake City,Salt Lake,UT,Physician Assistant,28,0,0,0,
2016,1013149368,VITEK,DAGMAR,84190,Salt Lake City,Salt Lake,UT,Community Health Worker,28,0,0,0,
2016,1114310802,SHENK-FUEGI,SALLY,84102,Salt Lake City,Salt Lake,UT,Nurse Practitioner,27,,,0,
2016,1235211202,PETERSON,LESLIE,84102,Salt Lake City,Salt Lake,UT,Naturopath,27,0,0,0,
2016,1437422995,ROBERTSON,BRENT,84102,Salt Lake City,Salt Lake,UT,Specialist,27,0,0,0,
2016,1821028820,GRAVELLE,LISA,84102,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,27,0,0,0,
2015,1336260959,WALKER,CHARLES,84105,Salt Lake City,Salt Lake,UT,Dentist,27,,,,
2016,1528017456,FISCHBACH,ADA,84106,Salt Lake City,Salt Lake,UT,Radiation Oncology,27,,,0,
2015,1164420246,WEBSTER,LYNN,84106,Salt Lake City,Salt Lake,UT,Pain Management,27,0,0,,
2016,1083715445,ROBINSON,JOHN,84107,Salt Lake City,Salt Lake,UT,Specialist,27,0,0,0,
2016,1215997655,STEVENSON,NANCY,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,27,0,0,0,
2016,1356508857,MEGWALU,KIMBERLY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,27,0,0,0,
2016,1871596411,GOODART,ROY,84107,Salt Lake City,Salt Lake,UT,Ophthalmology,27,0,0,0,
2015,1174805162,MARTIN,ANTONY,84107,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,27,,,,
2015,1306215017,THOMPSON,LYNDSIE,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,27,,,,
2015,1760791966,KAY,ANNIKA,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,27,16,0.5926,,
2016,1487779955,WEIR,RACHEL,84108,Salt Lake City,Salt Lake,UT,Pediatric Medicine,27,0,0,0,
2015,1760570915,WEEKS,HOWARD,84108,Salt Lake City,Salt Lake,UT,Pediatric Medicine,27,,,,
2016,1568828002,PHUNRAB,TENZIN,84112,Salt Lake City,Salt Lake,UT,Nurse Practitioner,27,,,0,
2015,1639370190,TULLIS,JAMES,84118,Salt Lake City,Salt Lake,UT,Dentist,27,,,,
2015,1598010464,WILSON,BENJAMIN,84119,Salt Lake City,Salt Lake,UT,Dentist,27,0,0,,
2016,1003016536,VAN LEEUWEN,ADAM,84121,Salt Lake City,Salt Lake,UT,Dentist,27,,,0,
2016,1942207048,CHEN,JUNE,84121,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,27,,,0,
2015,1003016536,VAN LEEUWEN,ADAM,84121,Salt Lake City,Salt Lake,UT,Dentist,27,,,,
2015,1245345990,VANALFEN,CRAIG,84121,Salt Lake City,Salt Lake,UT,Dentist,27,,,,
2015,1336174077,SPANGLER,GARY,84121,Salt Lake City,Salt Lake,UT,Dentist,27,,,,
2015,1457561193,HICKS,RONALD,84121,Salt Lake City,Salt Lake,UT,Dentist,27,,,,
2016,1720175037,DAVIES,ALLEN,84123,Salt Lake City,Salt Lake,UT,Internal Medicine,27,,,0,
2015,1184664245,FUENTES,JUAN,84123,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,27,,,,
2016,1174552863,RAFFIN,CELESTE,84124,Salt Lake City,Salt Lake,UT,Emergency Medicine,27,12,0.4444,0,0
2015,1295993871,ABBOTT,MARK,84124,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,27,,,,
2015,1528115763,MCCANN,DAVID,84124,Salt Lake City,Salt Lake,UT,General Surgery,27,0,0,,
2016,1235549692,KARAVAN,MAHSA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,27,,,0,
2016,1407065188,STEINBERG,BENJAMIN,84132,Salt Lake City,Salt Lake,UT,Cardiovascular Disease (Cardiology),27,,,0,
2016,1497707178,NIRULA,RAMINDER,84132,Salt Lake City,Salt Lake,UT,Critical Care (Intensivists),27,,,0,
2015,1164764742,KAISER,JENNIFER,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,27,,,,
2015,1619266681,WATSON,ABBY,84132,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,27,14,0.5185,,
2015,1669447199,PATEL,AMIT,84132,Salt Lake City,Salt Lake,UT,Thoracic Surgery,27,0,0,,
2015,1720399975,TONNA,JOSEPH,84132,Salt Lake City,Salt Lake,UT,Emergency Medicine,27,,,,
2015,1922426055,WILLOUGHBY,LAURA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,27,0,0,,
2016,1639192669,DUNCAN,DAVID,84148,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,27,0,0,0,
2016,1083739395,HAIR,BRADLEY,84102,Salt Lake City,Salt Lake,UT,Dentist,26,,,0,
2016,1467588442,BYNO,ASHLEY,84102,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,26,,,0,
2015,1053627844,VISSER,ERIC,84102,Salt Lake City,Salt Lake,UT,Dentist,26,,,,
2015,1437127735,BATSON,MARGARET,84102,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,26,0,0,,
2015,1528098662,FINLAYSON,KEITH,84102,Salt Lake City,Salt Lake,UT,Otolaryngology,26,0,0,,
2015,1235186511,BURTON,MARY,84105,Salt Lake City,Salt Lake,UT,Pediatric Medicine,26,,,,
2016,1497844690,MILLET,CURTIS,84106,Salt Lake City,Salt Lake,UT,Optometry,26,0,0,0,
2016,1174805162,MARTIN,ANTONY,84107,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,26,,,0,
2016,1558507517,RANDLE,MARY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,17,0.6538,,
2016,1861422727,JONES,KENT,84107,Salt Lake City,Salt Lake,UT,Cardiac Surgery,26,,,0,
2015,1154578243,KHAN,AYESHA,84107,Salt Lake City,Salt Lake,UT,Family Practice,26,0,0,,
2015,1174747109,KENNEDY,BRENT,84107,Salt Lake City,Salt Lake,UT,Specialist,26,0,0,,
2015,1295850626,BOND-BERO,STACY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,0,0,,
2015,1891083374,DUNN,JEFFREY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,,,,
2015,1972987568,JONES,NICOLE,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,13,0.5,,
2016,1558332353,MOULTON,DAVID,84108,Salt Lake City,Salt Lake,UT,Psychiatry,26,0,0,0,
2016,1952857963,MONTAGUE,RACHEL,84112,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,14,0.5385,,
2015,1831480771,KINSEY,CONAN,84112,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,,,,
2015,1861643280,CARDON,MICHELLE,84112,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,0,0,,
2015,1023244530,HAMAKER,MARK,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,26,0,0,,
2015,1457619033,SEMPLER,JESSICA,84113,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,,,,
2016,1184072241,FROST,JESSALYN,84115,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,0,0,0,
2015,1245256973,JONES,STEVEN,84117,Salt Lake City,Salt Lake,UT,Podiatry,26,,,,
2016,1417028952,HANSEN,TERRY,84118,Salt Lake City,Salt Lake,UT,Optometry,26,0,0,0,
2015,1376656264,KAELBERER,DANIEL,84118,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,26,0,0,,
2016,1790978682,LOOSLI,BRUCE,84119,Salt Lake City,Salt Lake,UT,Dentist,26,,,0,
2015,1245455096,ANDERSON,MARK,84119,Salt Lake City,Salt Lake,UT,Preventive Medicine,26,,,,
2016,1558301366,GORDON,DENNIS,84120,Salt Lake City,Salt Lake,UT,Orthopedic Surgery,26,,,0,
2016,1053492298,LIDDLE,STEPHEN,84121,Salt Lake City,Salt Lake,UT,Dentist,26,,,0,
2016,1073937819,MCFARLAND,CAMERON,84121,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,,,0,
2016,1487675849,SPANGLER,SETH,84121,Salt Lake City,Salt Lake,UT,Dentist,26,0,0,0,
2016,1003895442,KNOWLTON,DAVID,84123,Salt Lake City,Salt Lake,UT,Dentist,26,12,0.4615,0,0
2015,1205182367,DAVIS,KIMBERLY,84123,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,,,,
2016,1710993753,BARNARD,PETER,84124,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,26,,,0,
2016,1720055742,WHEELER,CATHERINE,84124,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,26,0,0,0,
2015,1942494083,JENSEN,BRANDON,84124,Salt Lake City,Salt Lake,UT,Dentist,26,,,,
2016,1033362694,NGUYEN,ANDY,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,26,,,0,
2016,1194083915,YOON,NAM KEUN,84132,Salt Lake City,Salt Lake,UT,Neurological Surgery,26,16,0.6154,0,0
2016,1770979726,TILLERY,ROBIN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,,,0,
2016,1831585629,NGUYEN,LINDA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,0,0,0,
2015,1114052248,VUKIN,MATTHEW,84132,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,26,0,0,,
2015,1295825883,VINIK,RUSSELL,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,26,,,,
2015,1457641003,RAAUM,SONJA,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,26,,,,
2015,1790129831,BREVIU,BRIAN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,,,,
2015,1811296379,WILSON,REBECCA,84132,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,26,,,,
2015,1659441780,COUDREAUT,MICHAEL,84143,Salt Lake City,Salt Lake,UT,Psychiatry,26,0,0,,
2016,1134430168,HAWN,MATTHEW,84148,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,26,,,0,
2016,1770556946,BELL,JANE,84148,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,0,0,0,
2015,1538500731,HRONEK,ANNA,84148,Salt Lake City,Salt Lake,UT,Podiatry,26,13,0.5,,
2015,1689616021,VAN KATWYK,KRISTY,84148,Salt Lake City,Salt Lake,UT,Nurse Practitioner,26,0,0,,
2016,1053627844,VISSER,ERIC,84102,Salt Lake City,Salt Lake,UT,Dentist,25,14,0.56,0,0
2016,1992969380,GREENHALGH,JENNIFER,84102,Salt Lake City,Salt Lake,UT,Dentist,25,,,0,
2016,1659647550,WILSON,THOMAS,84103,Salt Lake City,Salt Lake,UT,Orthopaedic Surgery,25,,,0,
2016,1932156346,FISHER,KERRY,84103,Salt Lake City,Salt Lake,UT,General Surgery,25,24,0.96,0,0
2016,1033135504,PEARSON,GREGORY,84105,Salt Lake City,Salt Lake,UT,Dentist,25,,,0,
2016,1164420246,WEBSTER,LYNN,84106,Salt Lake City,Salt Lake,UT,Pain Management,25,0,0,0,
2016,1427485275,BOWDEN,ANNE,84106,Salt Lake City,Salt Lake,UT,Nurse Practitioner,25,,,0,
2016,1679522569,HARKER,WILLIAM,84106,Salt Lake City,Salt Lake,UT,Hematology-Oncology,25,,,0,
2016,1932260528,SUEKAWA,TODD,84106,Salt Lake City,Salt Lake,UT,Dentist,25,,,0,
2015,1851322101,SCHERSCHLIGT,RHET,84106,Salt Lake City,Salt Lake,UT,Dentist,25,0,0,,
2016,1124147830,HASLAM,STEPHEN,84107,Salt Lake City,Salt Lake,UT,Dentist,25,0,0,0,
2016,1275986952,GATES,JARED,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,25,0,0,0,
2015,1891907846,BARLOW,PAUL,84107,Salt Lake City,Salt Lake,UT,Dentist,25,,,,
2015,1285888354,ROTHBERG,DAVID,84108,Salt Lake City,Salt Lake,UT,Pediatric Medicine,25,14,0.56,,
2015,1750675948,PATEL,AMI,84112,Salt Lake City,Salt Lake,UT,Internal Medicine,25,,,,
2016,1033311071,MARTIN,MARY,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,25,0,0,0,
2016,1073566717,RANDALL,ROBERT,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,25,,,0,
2015,1972825537,PERKINS,MICALENA,84113,Salt Lake City,Salt Lake,UT,Nurse Practitioner,25,,,,
2016,1891944856,LINK,DEVIN,84116,Salt Lake City,Salt Lake,UT,Dentist,25,,,0,
2015,1467534206,BARNHISEL,RANDY,84117,Salt Lake City,Salt Lake,UT,Dentist,25,,,,
2016,1164650685,SHOSTED,KEVIN,84118,Salt Lake City,Salt Lake,UT,Optometry,25,0,0,0,
2015,1689882250,TWITCHELL,BRENT,84118,Salt Lake City,Salt Lake,UT,Dentist,25,,,,
2016,1407817471,KEDDINGTON,ROBERT,84120,Salt Lake City,Salt Lake,UT,Emergency Medicine,25,0,0,0,
2016,1114193869,BAUGH,PAUL,84121,Salt Lake City,Salt Lake,UT,Dentist,25,0,0,0,
2016,1760621940,HEMARD,BRYAN,84121,Salt Lake City,Salt Lake,UT,Ophthalmology,25,0,0,0,
2016,1801815204,SMITH,ERIC,84124,Salt Lake City,Salt Lake,UT,Dentist,25,,,0,
2015,1407045396,JAIN,PRIYANK,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,25,,,,
2015,1740376458,WHITEHEAD,PAUL,84124,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,25,,,,
2016,1275695546,KWOK,ALVIN,84132,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,25,,,0,
2016,1689692576,FLORELL,SCOTT,84132,Salt Lake City,Salt Lake,UT,Pathology,25,0,0,0,
2016,1902982382,RAPHAEL,KALANI,84132,Salt Lake City,Salt Lake,UT,Nephrology,25,0,0,0,
2016,1952796526,SCHOENE,PETER,84132,Salt Lake City,Salt Lake,UT,Anesthesiology,25,,,0,
2015,1346582764,WIESNER,ERIC,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,25,,,,
2015,1396835922,BERENSON,MALCOLM,84132,Salt Lake City,Salt Lake,UT,Gastroenterology,25,0,0,,
2015,1467725929,DE AMORIM FILHO,JORGE,84132,Salt Lake City,Salt Lake,UT,General Surgery,25,,,,
2015,1568659324,COLONNA,ALEXANDER,84132,Salt Lake City,Salt Lake,UT,Critical Care (Intensivists),25,,,,
2015,1710220876,WALKER,MELISSA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,25,,,,
2015,1811212947,WEBER,TIFFANY,84132,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,25,0,0,,
2015,1992047393,WAHL,MATTHEW,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,25,,,,
2016,1588687495,ALLEN,TODD,84143,Salt Lake City,Salt Lake,UT,Emergency Medicine,25,,,0,
2015,1033130299,FRIAS,ANTONIO,84143,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,25,0,0,,
2015,1760793798,MIELNIK,REBECCA,84148,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,25,,,,
2016,1083917355,DUROSS,JOHN,84157,Salt Lake City,Salt Lake,UT,Physician Assistant,25,12,0.48,0,0
2016,1477547164,COOPER,ANDREW,84102,Salt Lake City,Salt Lake,UT,Orthopedic Surgery,24,21,0.875,0,0
2016,1619292182,KELLER,RICHARD,84102,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,24,0,0,0,
2016,1669499349,PONDER,REBECCA,84102,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,24,0,0,0,
2015,1407939986,KNORR,EVRON,84102,Salt Lake City,Salt Lake,UT,Dentist,24,16,0.6667,,
2015,1437479896,JERIG,SEAN,84102,Salt Lake City,Salt Lake,UT,General Surgery,24,,,,
2015,1669499349,PONDER,REBECCA,84102,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,24,0,0,,
2015,1639505779,GARRITSON,RYAN,84103,Salt Lake City,Salt Lake,UT,Physician Assistant,24,11,0.4583,,
2016,1265471429,BENTLEY,LOUIS,84105,Salt Lake City,Salt Lake,UT,Pediatric Medicine,24,0,0,0,
2015,1881982585,TILT,LLOYD,84105,Salt Lake City,Salt Lake,UT,Dentist,24,,,,
2015,1407266208,WARNER,DAVID,84106,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,0,0,,
2016,1497738074,MADSEN,BARD,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,24,0,0,0,
2015,1053397752,BRINTON,GREGORY,84107,Salt Lake City,Salt Lake,UT,Ophthalmology,24,,,,
2015,1407839608,CALL,GREGORY,84107,Salt Lake City,Salt Lake,UT,Neurology,24,0,0,,
2015,1578585212,MONCRIEF,STEVEN,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,24,0,0,,
2015,1740468776,WOODWARD,LYNETTE,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,24,,,,
2015,1922179670,WILKINS,RONALD,84107,Salt Lake City,Salt Lake,UT,Dentist,24,,,,
2015,1407275787,WOOD,LAUREN,84108,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,,,,
2016,1548321078,MORTENSEN,SPENCER,84111,Salt Lake City,Salt Lake,UT,Optometry,24,0,0,0,
2015,1639269244,MIDDLETON,RICHARD,84112,Salt Lake City,Salt Lake,UT,Urology,24,0,0,,
2016,1225259484,PETERSON,PAULA,84113,Salt Lake City,Salt Lake,UT,Registered Nurse,24,0,0,0,
2015,1225259484,PETERSON,PAULA,84113,Salt Lake City,Salt Lake,UT,Registered Nurse,24,,,,
2015,1538424189,CARUSO,TYLER,84113,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,,,,
2016,1659350049,REESE,DON,84117,Salt Lake City,Salt Lake,UT,Dermatology,24,0,0,0,
2015,1124158209,DICKSON,R,84117,Salt Lake City,Salt Lake,UT,Dentist,24,,,,
2016,1164445995,ASHTON,ARDEN,84118,Salt Lake City,Salt Lake,UT,Emergency Medicine,24,,,0,
2016,1568485472,HANNA,PAUL,84121,Salt Lake City,Salt Lake,UT,Dentist,24,,,0,
2016,1982084265,HEWARD,GRANT,84121,Salt Lake City,Salt Lake,UT,Dentist,24,,,0,
2015,1366534653,STROWBRIDGE,AMY,84121,Salt Lake City,Salt Lake,UT,Radiation Oncology,24,,,,
2015,1760859300,MATICH,CHRISTOPHER,84121,Salt Lake City,Salt Lake,UT,Physician Assistant,24,0,0,,
2016,1508116450,HERMANSEN,BRANDON,84124,Salt Lake City,Salt Lake,UT,Physician Assistant,24,,,0,
2016,1770891434,LEMMON,STEPHANIE,84124,Salt Lake City,Salt Lake,UT,Physician Assistant,24,,,0,
2015,1104039809,MATHESON,MICHAEL,84124,Salt Lake City,Salt Lake,UT,Dentist,24,,,,
2016,1013369925,ALLRED,QUINTON,84132,Salt Lake City,Salt Lake,UT,Physician Assistant,24,,,0,
2016,1396188751,WYNN,DONRAPHAEL,84132,Salt Lake City,Salt Lake,UT,Ophthalmology,24,0,0,0,
2016,1407176407,CIZMAN,ZIGA,84132,Salt Lake City,Salt Lake,UT,Interventional Radiology,24,,,0,
2016,1407946098,DRIES,DAVID,84132,Salt Lake City,Salt Lake,UT,Pediatric Medicine,24,,,0,
2015,1215042288,ANDTBACKA,ROBERT,84132,Salt Lake City,Salt Lake,UT,Surgical Oncology,24,15,0.625,,
2015,1306002274,GAWRON,LORI,84132,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,24,0,0,,
2015,1417215351,EDWARDS,KYLE,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,,,,
2015,1720178338,MICHAEL,JOHN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,24,0,0,,
2015,1740608686,CHAN,STEPHANIE,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,0,0,,
2015,1881088318,ELLIOTT,KAITLYN,84132,Salt Lake City,Salt Lake,UT,Anesthesiology,24,0,0,,
2015,1891181764,PIACENZA,ERIC,84132,Salt Lake City,Salt Lake,UT,Anesthesiology,24,0,0,,
2015,1972862894,LOMBARDO,SARAH,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,13,0.5417,,
2015,1972921682,STONE,SARAH,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,24,0,0,,
2016,1770500456,KONS,SUSAN,84143,Salt Lake City,Salt Lake,UT,Nurse Practitioner,24,0,0,0,
2015,1134198633,VINEGRA,CHRISTOPHER,84148,Salt Lake City,Salt Lake,UT,Psychiatry,24,,,,
2016,1790875326,SILAS,STEPHANIE,84101,Salt Lake City,Salt Lake,UT,Internal Medicine,23,0,0,0,
2016,1437128519,JONES,CYNTHIA,84102,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,23,0,0,0,
2016,1528098662,FINLAYSON,KEITH,84102,Salt Lake City,Salt Lake,UT,Otolaryngology,23,0,0,0,
2015,1396713020,SCHOLL,MARK,84102,Salt Lake City,Salt Lake,UT,Orthopedic Surgery,23,16,0.6957,,
2016,1770504953,STEVENS,MARK,84103,Salt Lake City,Salt Lake,UT,General Surgery,23,,,0,
2016,1174735716,WALKER,HEATHER,84106,Salt Lake City,Salt Lake,UT,Psychologist (billing independently),23,,,0,
2016,1306097639,PUGH,AARON,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,23,12,0.5217,0,0
2016,1568410959,LLOYD,L,84107,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,23,,,0,
2015,1174688378,POND,W.,84107,Salt Lake City,Salt Lake,UT,Dentist,23,0,0,,
2015,1588666325,FELGER,ERIN,84107,Salt Lake City,Salt Lake,UT,General Surgery,23,0,0,,
2016,1730136243,KNOCHEL,MIGUEL,84108,Salt Lake City,Salt Lake,UT,Pediatric Medicine,23,0,0,0,
2015,1730136243,KNOCHEL,MIGUEL,84108,Salt Lake City,Salt Lake,UT,Pediatric Medicine,23,0,0,,
2015,1922198514,WANG,ANGELA,84108,Salt Lake City,Salt Lake,UT,Hand Surgery,23,,,,
2016,1598866469,JENSEN,JAY,84109,Salt Lake City,Salt Lake,UT,Dentist,23,,,0,
2016,1174713788,TOWNS,MARY,84112,Salt Lake City,Salt Lake,UT,Nurse Practitioner,23,,,,
2015,1649674243,SHUMWAY,AMANDA,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,22,,,,
2016,1265775399,WILLIAMS,TERRY,84112,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,23,0,0,0,
2016,1790864361,JUDD,VICTORIA,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,23,0,0,0,
2016,1821407735,STOBBE,NATHAN,84119,Salt Lake City,Salt Lake,UT,Dentist,23,,,0,
2015,1407817471,KEDDINGTON,ROBERT,84120,Salt Lake City,Salt Lake,UT,Emergency Medicine,23,0,0,,
2016,1669502258,VOORHEES,IVAN,84121,Salt Lake City,Salt Lake,UT,Dentist,23,0,0,0,
2016,1376648840,DAVIDSON,COLLIN,84123,Salt Lake City,Salt Lake,UT,Dentist,23,,,0,
2015,1093862088,KELLY,COLIN,84124,Salt Lake City,Salt Lake,UT,Specialist,23,,,,
2015,1376554550,CARTER,BRIAN,84124,Salt Lake City,Salt Lake,UT,Dentist,23,,,,
2015,1497142582,PETERSON,SEAN,84124,Salt Lake City,Salt Lake,UT,Family Practice,23,0,0,,
2015,1508155193,EDMUNDS,SEAN,84124,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,23,11,0.4783,,
2015,1710993753,BARNARD,PETER,84124,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,23,0,0,,
2015,1861892861,STUBLER,GERALDINE,84124,Salt Lake City,Salt Lake,UT,Nurse Practitioner,23,,,,
2015,1871702415,HARDMAN,MARY ELLEN,84124,Salt Lake City,Salt Lake,UT,Nurse Practitioner,23,0,0,,
2015,1821229261,BENZON,JOSEF,84128,Salt Lake City,Salt Lake,UT,Dentist,23,,,,
2016,1508201948,SWORDS,DOUGLAS,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,23,,,0,
2016,1619395423,MILLER,STEVEN,84132,Salt Lake City,Salt Lake,UT,Hospitalist,23,,,0,
2016,1841601994,WEITZ,ANDREA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,23,16,0.6957,0,0
2015,1073839981,SPIVEY,MARY,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,23,,,,
2015,1245402817,NORD,JOHN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,23,0,0,,
2015,1447518881,GERTSCH,MATTHEW,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,23,,,,
2015,1508092198,WEI,JEN-YU,84132,Salt Lake City,Salt Lake,UT,Hospice and Palliative Care,23,19,0.8261,,
2015,1962793802,HAYES,SAMUEL,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,23,0,0,,
2016,1861764441,ALI,MUJTABA,84143,Salt Lake City,Salt Lake,UT,Internal Medicine,23,0,0,0,
2015,1134132681,KFOURY,ABDALLAH,84143,Salt Lake City,Salt Lake,UT,Cardiology,23,0,0,,
2015,1750447959,BURKE,JOHN,84143,Salt Lake City,Salt Lake,UT,Infectious Disease,23,0,0,,
2015,1639192669,DUNCAN,DAVID,84148,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,23,,,,
2016,1053347765,ORD,RUSSELL,84102,Salt Lake City,Salt Lake,UT,Otolaryngology,22,0,0,0,
2016,1891763199,LOEWEN,NATALIE,84102,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,22,,,0,
2016,1972604429,FELT,ERIC,84102,Salt Lake City,Salt Lake,UT,Dentist,22,,,0,
2015,1114065893,COLE,BOYD,84102,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,22,,,,
2015,1154515765,GAYOWSKI,TIMOTHY,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,22,,,,
2015,1386741833,CAMPBELL,EDWARD,84102,Salt Lake City,Salt Lake,UT,Internal Medicine,22,0,0,,
2015,1619292182,KELLER,RICHARD,84102,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,22,0,0,,
2015,1891763199,LOEWEN,NATALIE,84102,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,22,0,0,,
2015,1932307188,BARR,LUCY,84102,Salt Lake City,Salt Lake,UT,Otolaryngology,22,,,,
2015,1932156346,FISHER,KERRY,84103,Salt Lake City,Salt Lake,UT,General Surgery,22,16,0.7273,,
